_file,copyright,date,location,pano_id,status,city,latitude,longitude,q-score,safety,Coordinates,OBJECTID,SUBDISTRIC,index_outof_20000,img_index
gsv_21.jpg,© Google,2018-08-01,"{'lat': 42.28902001314322, 'lng': -71.04759250176399}",V4cGHyuXpZUTYB9QYZnAcg,OK,Boston,42.288918,-71.047836,24.668344,0,POINT (-71.047836 42.288918),55702,Residential,7231,21
gsv_22.jpg,© Google,2018-09-01,"{'lat': 42.33947960674602, 'lng': -71.0965224116003}",EVXXt5ujPtY8saLSOJmB1A,OK,Boston,42.339298,-71.09607700000002,30.079502,1,POINT (-71.09607700000002 42.339298),55176,Miscellaneous,17268,22
gsv_23.jpg,© Google,2018-09-01,"{'lat': 42.38350237832672, 'lng': -71.0217700580859}",rAmjSd5bHXWvtq7tYsVc-Q,OK,Boston,42.383499,-71.021774,18.669727,0,POINT (-71.02177399999999 42.383499),55454,Industrial,14534,23
gsv_24.jpg,© Google,2018-08-01,"{'lat': 42.33753883574497, 'lng': -71.06879489278887}",u0k0ELXxg2e6A0lL58GgVA,OK,Boston,42.337349,-71.069061,23.819464,0,POINT (-71.069061 42.337349),54924,Residential,9904,24
gsv_25.jpg,© Google,2018-11-01,"{'lat': 42.2444199177957, 'lng': -71.11667888356692}",LZloelf0D5N_81YBM-l6pg,OK,Boston,42.244213,-71.11700400000002,25.309727,1,POINT (-71.11700400000002 42.244213),54401,Residential,4950,25
gsv_26.jpg,© Google,2013-08-01,"{'lat': 42.35356403571191, 'lng': -71.15718646755232}",FVNqw2RHADPPS7H7vDmKrQ,OK,Boston,42.3536,-71.156876,23.82699,0,POINT (-71.156876 42.3536),55328,Residential,6474,26
gsv_27.jpg,© Google,2018-09-01,"{'lat': 42.33553925360383, 'lng': -71.08350765478305}",raLmyvUnkTYjNN0pstGJqQ,OK,Boston,42.3354,-71.083694,28.310959000000004,1,POINT (-71.08369399999999 42.3354),54514,Residential,1956,27
gsv_29.jpg,© Google,2018-08-01,"{'lat': 42.25774694945209, 'lng': -71.12755282455811}",RdFcCs72WsDLbdlk1Ly9XQ,OK,Boston,42.257538,-71.127701,23.307884,0,POINT (-71.127701 42.257538),54363,Residential,8836,29
gsv_30.jpg,© Google,2013-10-01,"{'lat': 42.2719470475144, 'lng': -71.1712368139394}",oU6BvmZz5v9drXPmT_UEEg,OK,Boston,42.272163,-71.17104300000003,26.961647,1,POINT (-71.17104300000003 42.272163),54449,Residential,1727,30
gsv_31.jpg,© Google,2018-09-01,"{'lat': 42.35623506761109, 'lng': -71.13906998259796}",1blaMT2a_D5Q3R3pjuYt7w,OK,Boston,42.356525,-71.139046,10.445809,0,POINT (-71.13904599999999 42.356525),55323,Industrial,15099,31
gsv_32.jpg,© Google,2018-11-01,"{'lat': 42.25749202045525, 'lng': -71.12142711457449}",3tqJs76mwJ7Uz8G-UBAQlA,OK,Boston,42.257862,-71.12150600000002,31.238617,1,POINT (-71.12150600000002 42.257862),54344,Residential,4620,32
gsv_33.jpg,© Google,2018-08-01,"{'lat': 42.35252220907533, 'lng': -71.13724803860028}",76FLTHn0UqFUL3oBmEZ0nA,OK,Boston,42.352947,-71.13736,18.60828,0,POINT (-71.13736 42.352947),55381,Residential,9870,33
gsv_34.jpg,© Google,2018-08-01,"{'lat': 42.27145583014997, 'lng': -71.07977065381638}",Xxmkl1LOpsuj-r90vb6Pwg,OK,Boston,42.271515,-71.079849,23.537039,0,POINT (-71.079849 42.271515),54653,Comm/Instit,19896,34
gsv_35.jpg,© Google,2018-08-01,"{'lat': 42.31941244491605, 'lng': -71.06721069744087}",KA171pfyaJfw9Gd_XTcHlQ,OK,Boston,42.319473,-71.066994,20.206038,0,POINT (-71.06699399999999 42.319473),55570,Residential,6836,35
gsv_36.jpg,© Google,2018-11-01,"{'lat': 42.25161656594813, 'lng': -71.11978533964017}",qVJwsUvJj4bgkc-ggtIdlQ,OK,Boston,42.251686,-71.11981999999998,27.437254,1,POINT (-71.11981999999998 42.251686),54430,Residential,3047,36
gsv_37.jpg,© Google,2018-09-01,"{'lat': 42.34842123679517, 'lng': -71.10615778175705}",Vd3K36CiPVn7TXDwgJgINQ,OK,Boston,42.3484,-71.10620899999998,22.342573,0,POINT (-71.10620899999998 42.3484),55188,Residential,6914,37
gsv_38.jpg,© Google,2013-09-01,"{'lat': 42.25917320706876, 'lng': -71.12045153031733}",Za_oVjX2DHRYnPOuqjMdow,OK,Boston,42.259163,-71.120384,25.308556,1,POINT (-71.120384 42.259163),54331,Residential,4273,38
gsv_39.jpg,© Google,2018-10-01,"{'lat': 42.33421637052936, 'lng': -71.07016952024493}",q9T3LsT60ISiZtbawkG5zA,OK,Boston,42.334423,-71.070374,26.077997,1,POINT (-71.070374 42.334423),54885,Mixed Use,16955,39
gsv_40.jpg,© Google,2018-07-01,"{'lat': 42.2797081, 'lng': -71.1064939}",BUVWzPjuszti9AMoXxDs6Q,OK,Boston,42.279636,-71.106308,27.658861,1,POINT (-71.106308 42.279636),54635,Open Space,10418,40
gsv_41.jpg,© Google,2013-08-01,"{'lat': 42.30563998938607, 'lng': -71.12954319841106}",xoh--EjD_yAJJuM4GgECVw,OK,Boston,42.305962,-71.129387,28.22837800000001,1,POINT (-71.12938699999999 42.305962),54243,Miscellaneous,16938,41
gsv_42.jpg,© Google,2018-08-01,"{'lat': 42.31384907958967, 'lng': -71.06285261914431}",PmEiuOePvk-AeTqrW1GNTA,OK,Boston,42.31395,-71.063057,18.106354,0,POINT (-71.063057 42.31395),55604,Residential,9399,42
gsv_43.jpg,© Google,2018-08-01,"{'lat': 42.35776146751022, 'lng': -71.13011722686291}",so_NGI3ekAKZzmWdu9vCng,OK,Boston,42.357822,-71.130043,23.93191,0,POINT (-71.130043 42.357822),55346,Residential,5271,43
gsv_44.jpg,© Google,2018-09-01,"{'lat': 42.38844821562859, 'lng': -71.07169694747328}",55t17N7jGpvoRuBNdUXhYQ,OK,Boston,42.388374,-71.071495,18.854712,0,POINT (-71.071495 42.388374),54847,Open Space,13513,44
gsv_45.jpg,© Google,2017-08-01,"{'lat': 42.2869655, 'lng': -71.1057312}",c4SgV1IIfzF5FNwGMI8I8w,OK,Boston,42.286789,-71.10593399999998,23.129469,0,POINT (-71.10593399999998 42.286789),54292,Residential,9233,45
gsv_46.jpg,© Google,2016-09-01,"{'lat': 42.325447, 'lng': -71.0814462}",x9cvroT2_gFG8P_5-yAgBw,OK,Boston,42.325325,-71.08163499999998,24.559982,0,POINT (-71.08163499999998 42.325325),55544,Residential,7669,46
gsv_47.jpg,© Google,2017-07-01,"{'lat': 42.2678082, 'lng': -71.1716021}",YQDl2Kfr2lPme4u2e0f0Kg,OK,Boston,42.267937,-71.17160799999998,20.049242,0,POINT (-71.17160799999998 42.267937),54483,Business,19540,47
gsv_48.jpg,© Google,2018-09-01,"{'lat': 42.38826010850512, 'lng': -71.00737019463563}",98TEjKMqbmOKrFIwHuYzwQ,OK,Boston,42.388374,-71.007324,24.841497,0,POINT (-71.007324 42.388374),55463,Residential,7397,48
gsv_49.jpg,© Google,2016-11-01,"{'lat': 42.2669215, 'lng': -71.1451069}",f3dHVibZHb71nvhH8UnZTQ,OK,Boston,42.266964,-71.145149,21.991858,0,POINT (-71.145149 42.266964),54440,Open Space,12327,49
gsv_50.jpg,© Google,2018-09-01,"{'lat': 42.35879283614045, 'lng': -71.14442052524785}",H3h6Y0o-kGexya3TTpNPCw,OK,Boston,42.358799,-71.14449300000003,28.034494,1,POINT (-71.14449300000003 42.358799),55339,Residential,3075,50
gsv_51.jpg,© Google,2018-09-01,"{'lat': 42.36993629357117, 'lng': -71.06413305855332}",ZOw2Zx9b_cz5KxIyM0H1hA,OK,Boston,42.36985,-71.064178,22.824293,0,POINT (-71.064178 42.36985),54818,Industrial,15091,51
gsv_52.jpg,© Google,2018-10-01,"{'lat': 42.3585216, 'lng': -71.1597199}",vkBPgZBXUILYK_pvN8tISw,OK,Boston,42.358475,-71.15969100000002,23.096577,0,POINT (-71.15969100000002 42.358475),55391,Open Space,12752,52
gsv_53.jpg,© Google,2018-11-01,"{'lat': 42.2692422, 'lng': -71.1680693}",4oAIhxL8pAO3t78T0j41sA,OK,Boston,42.269238,-71.167854,21.063705,0,POINT (-71.16785400000001 42.269238),54449,Residential,7783,53
gsv_54.jpg,© Google,2018-09-01,"{'lat': 42.32888209583268, 'lng': -71.04704669525076}",sVzvAwmEcl7YAcjMLfiHFg,OK,Boston,42.328899,-71.04729499999998,16.974242999999998,0,POINT (-71.04729499999998 42.328899),54437,Open Space,13304,54
gsv_55.jpg,© Google,2018-08-01,"{'lat': 42.34653359979883, 'lng': -71.02934561618585}",d9-SN4B8TFiyw7k0BxFj4w,OK,Boston,42.346451,-71.029282,19.365604,0,POINT (-71.02928199999999 42.346451),55417,Industrial,15139,55
gsv_56.jpg,© Google,2014-07-01,"{'lat': 42.33665644353089, 'lng': -71.02569501230575}",wnOkNIwpSdV4_K39NiNOdA,OK,Boston,42.336357,-71.025688,31.388527000000003,1,POINT (-71.025688 42.336357),54595,Residential,3656,56
gsv_57.jpg,© Google,2018-10-01,"{'lat': 42.27973469318079, 'lng': -71.07006424953936}",sjDXPk8AcuSzmzLcuV5IAw,OK,Boston,42.27964,-71.07028199999998,30.12001,1,POINT (-71.07028199999998 42.27964),55631,Residential,1360,57
gsv_58.jpg,© Google,2018-07-01,"{'lat': 42.30697037313725, 'lng': -71.11712419780703}",VsDmPhrnlXaG2H60n-Qi8w,OK,Boston,42.306946,-71.117188,29.064596,1,POINT (-71.117188 42.306946),54235,Residential,3079,58
gsv_59.jpg,© Google,2011-07-01,"{'lat': 42.3415727, 'lng': -71.0996138}",36_dmZCD1BotLgh-EYodeg,OK,Boston,42.341576,-71.099648,33.583702,1,POINT (-71.099648 42.341576),55181,Residential,3312,59
gsv_60.jpg,© Google,2018-08-01,"{'lat': 42.2919735, 'lng': -71.0657746}",J-2CnSkInrUvDG9B-v8a6w,OK,Boston,42.291847,-71.06568100000001,24.335537,0,POINT (-71.06568100000001 42.291847),55663,Residential,5086,60
gsv_61.jpg,© Google,2017-07-01,"{'lat': 42.28612999494344, 'lng': -71.17234477088519}",oX_-J_HnEiBpEX_ZdPJ0hQ,OK,Boston,42.286137,-71.17235600000002,22.785255,0,POINT (-71.17235600000002 42.286137),54446,Residential,6980,61
gsv_62.jpg,© Google,2018-10-01,"{'lat': 42.36212760719695, 'lng': -71.12478184880753}",_Ya5_SbeJFbxbciHT4I5Fw,OK,Boston,42.362049,-71.124222,26.27388,1,POINT (-71.124222 42.362049),55342,Mixed Use,16484,62
gsv_63.jpg,© Google,2011-07-01,"{'lat': 42.31742557491182, 'lng': -71.09391561479775}",pZxv4ViSpeEmo_JP2x9fGw,OK,Boston,42.3172,-71.093452,27.366077,1,POINT (-71.093452 42.3172),54749,Residential,1893,63
gsv_64.jpg,© Google,2018-08-01,"{'lat': 42.29790022024326, 'lng': -71.08552331839178}",xi-pKa22Chc-QLKmyMk8EA,OK,Boston,42.298019,-71.085388,24.655151,0,POINT (-71.08538799999999 42.298019),54675,Residential,8700,64
gsv_65.jpg,© Google,2018-10-01,"{'lat': 42.28977839098284, 'lng': -71.17278954851459}",LLBucaC897BxvTTcnhDYaQ,OK,Boston,42.289715,-71.17291999999998,28.695011,1,POINT (-71.17291999999998 42.289715),54496,Open Space,10700,65
gsv_66.jpg,© Google,2018-08-01,"{'lat': 42.327192, 'lng': -71.091384}",jsyWyFq2-YHi9wjGlLQchw,OK,Boston,42.32695,-71.091576,30.780573,1,POINT (-71.091576 42.32695),54740,Residential,3564,66
gsv_67.jpg,© Google,2018-08-01,"{'lat': 42.29935281331286, 'lng': -71.0815645138311}",uwBsf3XhKsM90uNNdiyHHg,OK,Boston,42.299324,-71.08163499999998,29.6015,1,POINT (-71.08163499999998 42.299324),54675,Residential,941,67
gsv_68.jpg,© Google,2017-07-01,"{'lat': 42.34818146577599, 'lng': -71.08614680096713}",N-GkrOZ1OU0Xrwtb5Qhbkg,OK,Boston,42.348076,-71.086136,17.906176000000006,0,POINT (-71.086136 42.348076),55199,Business,19058,68
gsv_69.jpg,© Tyler Hilliard,2013-01-01,"{'lat': 42.31463083332912, 'lng': -71.10280499999999}",CAoSLEFGMVFpcE44Y3BPSkhvT3ZGcmVqbTNxZTZtLVh3Sng5UXh1VDJxczBsWk5n,OK,Boston,42.314598,-71.102837,19.630844,0,POINT (-71.10283699999999 42.314598),55787,Industrial,15067,69
gsv_70.jpg,© Google,2018-09-01,"{'lat': 42.31258598808405, 'lng': -71.11583107574964}",mTnDfWnEgM12QY-9Fg8YCQ,OK,Boston,42.312889,-71.11545600000002,29.982965000000004,1,POINT (-71.11545600000002 42.312889),55826,Residential,3439,70
gsv_71.jpg,© Google,2017-07-01,"{'lat': 42.25615159826003, 'lng': -71.1387611913316}",VQZFvFiaigrA3mKWcFq77g,OK,Boston,42.255913,-71.139145,22.411844,0,POINT (-71.139145 42.255913),54368,Residential,6745,71
gsv_72.jpg,© Google,2018-08-01,"{'lat': 42.34387155254535, 'lng': -71.04424487137359}",mGzyButHS1nQDp3vVHrgog,OK,Boston,42.343849,-71.044289,17.599062,0,POINT (-71.04428900000001 42.343849),54197,Mixed Use,18242,72
gsv_73.jpg,© Google,2011-07-01,"{'lat': 42.35487405168731, 'lng': -71.16589557166154}",jYjWEui39Die867gEoKktA,OK,Boston,42.3549,-71.165878,28.987406,1,POINT (-71.16587800000001 42.3549),55375,Residential,1687,73
gsv_74.jpg,© Google,2018-08-01,"{'lat': 42.28627078117808, 'lng': -71.0658902788641}",giUvNhEQvPAjSR4XP84ujw,OK,Boston,42.286312,-71.065872,28.754684,1,POINT (-71.065872 42.286312),55626,Residential,2685,74
gsv_75.jpg,© Google,2018-10-01,"{'lat': 42.33111339642709, 'lng': -71.03018404018631}",5g7TQAlhU2ClpUt0VPXeGQ,OK,Boston,42.33116500000001,-71.03020500000002,25.672779,1,POINT (-71.03020500000002 42.33116500000001),54437,Open Space,11535,75
gsv_76.jpg,© Google,2018-08-01,"{'lat': 42.32958184675132, 'lng': -71.09351262833307}",ka6iO1-5x2oBxsapFrvkDw,OK,Boston,42.329548,-71.093452,27.990454,1,POINT (-71.093452 42.329548),54740,Residential,4494,76
gsv_77.jpg,© Google,2007-10-01,"{'lat': 42.2324736315487, 'lng': -71.12968984096207}",RD7BhhsY86iTmzZyaInoEQ,OK,Boston,42.232513,-71.130142,20.381195,0,POINT (-71.13014200000001 42.232513),54380,Residential,9119,77
gsv_78.jpg,© Google,2018-07-01,"{'lat': 42.2927605, 'lng': -71.0965768}",0pbDR7tGHhN7QfgcFbUi9g,OK,Boston,42.292961,-71.09674100000002,27.70244000000001,1,POINT (-71.09674100000002 42.292961),54672,Open Space,10596,78
gsv_79.jpg,© Google,2018-08-01,"{'lat': 42.34073282765878, 'lng': -71.05093568906402}",2rlGvLmR8aEIIJ0zx8mRUg,OK,Boston,42.340599,-71.051048,14.374218,0,POINT (-71.05104799999999 42.340599),54597,Residential,7316,79
gsv_80.jpg,© Google,2018-10-01,"{'lat': 42.3569491, 'lng': -71.1288647}",qAHe2YjOhQtajno5ym_ieg,OK,Boston,42.35685,-71.128731,32.165493,1,POINT (-71.128731 42.35685),55395,Mixed Use,16741,80
gsv_81.jpg,© Google,2013-08-01,"{'lat': 42.2849952, 'lng': -71.1360857}",uRYH2sC-zVBSaLSVSiWvEQ,OK,Boston,42.28484,-71.13633,26.425467,1,POINT (-71.13633 42.28484),54250,Residential,993,81
gsv_82.jpg,© Google,2018-09-01,"{'lat': 42.32238303617305, 'lng': -71.11956694372256}",VzwBabwNM0MS6WLxP-asnQ,OK,Boston,42.322399,-71.11934699999998,31.668562,1,POINT (-71.11934699999998 42.322399),55766,Open Space,11332,82
gsv_83.jpg,© Google,2018-08-01,"{'lat': 42.35784297294917, 'lng': -71.13015394927439}",OMHOgLBElNFQIkhanyxitg,OK,Boston,42.357822,-71.13041700000002,29.467873,1,POINT (-71.13041700000002 42.357822),55346,Residential,2799,83
gsv_84.jpg,© Google,2013-08-01,"{'lat': 42.2687739538903, 'lng': -71.11678274232665}",yFxwdVzdiLWQQ5nNj0M2kQ,OK,Boston,42.268589,-71.117195,26.50622700000001,1,POINT (-71.117195 42.268589),54331,Residential,2849,84
gsv_85.jpg,© Google,2018-08-01,"{'lat': 42.3244303, 'lng': -71.0780522}",IPYpbDdTl4iaZZPDd1OI_g,OK,Boston,42.324348,-71.078064,27.574715,1,POINT (-71.078064 42.324348),54562,Open Space,10184,85
gsv_86.jpg,© Google,2013-08-01,"{'lat': 42.2425074, 'lng': -71.1397432}",hDzzPcAi_EgNjgQQ9smreQ,OK,Boston,42.242912,-71.13951899999998,22.291237,0,POINT (-71.13951899999998 42.242912),54396,Residential,6054,86
gsv_87.jpg,© Google,2016-11-01,"{'lat': 42.26951382560277, 'lng': -71.14546551048342}",sCdJ-pLTqAf3NGyKkVRHAg,OK,Boston,42.269562,-71.145149,18.43523,0,POINT (-71.145149 42.269562),54355,Open Space,11945,87
gsv_88.jpg,© Google,2018-09-01,"{'lat': 42.33502013700026, 'lng': -71.09158628855575}",0Na-eFMpBnhAe1x2H9e6ZA,OK,Boston,42.334747,-71.091202,27.686928,1,POINT (-71.091202 42.334747),54527,Open Space,11665,88
gsv_89.jpg,© Google,2018-08-01,"{'lat': 42.29659156320304, 'lng': -71.08731082647712}",i1mIx1uTK62ZC_GSVpYVZg,OK,Boston,42.296631,-71.087311,20.667616,0,POINT (-71.087311 42.296631),54675,Residential,7731,89
gsv_90.jpg,© Google,2018-08-01,"{'lat': 42.29052126962779, 'lng': -71.06083864882807}",UCHCuUvl_cxQYyJjKHO_dw,OK,Boston,42.29055,-71.060806,27.161356,1,POINT (-71.060806 42.29055),55677,Residential,3448,90
gsv_91.jpg,© Google,2018-08-01,"{'lat': 42.3515157, 'lng': -71.086996}",MK19ANdsxsyYVek3OOykMQ,OK,Boston,42.35165,-71.087074,25.011177,1,POINT (-71.087074 42.35165),55192,Residential,1596,91
gsv_92.jpg,© Google,2018-08-01,"{'lat': 42.36048170558442, 'lng': -71.14058818255765}",HHTp9U-CwTgGd30zH2zI_w,OK,Boston,42.360424,-71.140549,26.868937,1,POINT (-71.14054899999999 42.360424),55339,Residential,4738,92
gsv_93.jpg,© Google,2018-06-01,"{'lat': 42.34852405287531, 'lng': -71.06778507902891}",6czk-nQzpfrqJuFuKsBHbA,OK,Boston,42.3484,-71.067932,19.810585,0,POINT (-71.067932 42.3484),54994,Residential,6074,93
gsv_94.jpg,© Google,2018-08-01,"{'lat': 42.37812925295404, 'lng': -71.07306379288345}",H1GlrvRtg2kyj5H8LWy9ng,OK,Boston,42.3783,-71.073189,16.067476,0,POINT (-71.073189 42.3783),54825,Industrial,14105,94
gsv_95.jpg,© Google,2013-08-01,"{'lat': 42.30382393133403, 'lng': -71.12736595507396}",Cy3aDucftYic0WB1GxL0Vg,OK,Boston,42.304012,-71.127136,30.370766,1,POINT (-71.12713599999999 42.304012),54244,Residential,4542,95
gsv_96.jpg,© Google,2018-08-01,"{'lat': 42.31293795601837, 'lng': -71.05669141246165}",lCFVR6eaHJeRRqfhk7_Rsg,OK,Boston,42.312649,-71.056679,27.063122,1,POINT (-71.056679 42.312649),54691,Residential,2017,96
gsv_97.jpg,© Google,2018-08-01,"{'lat': 42.35444110190169, 'lng': -71.13109041954506}",-g95A4fL9U5iVt1ZcnwPDg,OK,Boston,42.354248,-71.130981,27.715166,1,POINT (-71.13098100000001 42.354248),55286,Residential,4171,97
gsv_98.jpg,© Google,2017-06-01,"{'lat': 42.2661473831153, 'lng': -71.10726971363754}",2Gi7yc1EFgYZJpuBt97AMw,OK,Boston,42.266312,-71.10762,27.379078000000003,1,POINT (-71.10762 42.266312),54331,Residential,3355,98
gsv_99.jpg,© Google,2018-10-01,"{'lat': 42.35710393305867, 'lng': -71.11829098044646}",3KZpjQzc3On6id07Hj8xLA,OK,Boston,42.357174,-71.118782,19.702778,0,POINT (-71.118782 42.357174),55395,Mixed Use,17596,99
gsv_100.jpg,© Google,2018-09-01,"{'lat': 42.278699136237464, 'lng': -71.0724412744975}",yOHWZz-UE_EXOXxhnO8AbA,OK,Boston,42.278664,-71.072723,27.76380300000001,1,POINT (-71.072723 42.278664),55568,Residential,4434,100
gsv_101.jpg,© Google,2018-08-01,"{'lat': 42.34396421961316, 'lng': -71.02981298184037}",8mUqtt3n-oXpNa_nAPDEKA,OK,Boston,42.344173,-71.029839,30.751413,1,POINT (-71.029839 42.344173),55417,Industrial,13673,101
gsv_102.jpg,© Google,2018-09-01,"{'lat': 42.2972236, 'lng': -71.1006484}",k7Mj1lQRxbBatqgQmLmxpA,OK,Boston,42.297192,-71.100677,28.560438,1,POINT (-71.100677 42.297192),55841,Open Space,10030,102
gsv_103.jpg,© Google,2018-07-01,"{'lat': 42.2929524, 'lng': -71.0996607}",n1aBt6gOVLD1qPif_0dRQw,OK,Boston,42.292961,-71.099739,26.753164,1,POINT (-71.099739 42.292961),54672,Open Space,11030,103
gsv_104.jpg,© Google,2018-08-01,"{'lat': 42.31789394841255, 'lng': -71.12493503029077}",PCiX2CiP6hJFt_0tFl27CA,OK,Boston,42.317699,-71.125435,22.525566,0,POINT (-71.125435 42.317699),55832,Miscellaneous,18068,104
gsv_105.jpg,© Google,2013-08-01,"{'lat': 42.26882012838079, 'lng': -71.10176012875}",jwT7_PnFBpmWGqsdjrwzOw,OK,Boston,42.268913,-71.101997,29.823202,1,POINT (-71.101997 42.268913),54665,Residential,1899,105
gsv_106.jpg,© Google,2018-08-01,"{'lat': 42.28111143370982, 'lng': -71.05264707357608}",cXzV5A9B6UNyQGl55mrxCA,OK,Boston,42.281124,-71.052734,27.811306,1,POINT (-71.052734 42.281124),55703,Residential,3464,106
gsv_107.jpg,© Google,2017-07-01,"{'lat': 42.34175994419606, 'lng': -71.16035097000326}",HREvnKRWGdID-pJQz14r2A,OK,Boston,42.34189600000001,-71.160255,26.869638,1,POINT (-71.16025500000001 42.34189600000001),55370,Residential,504,107
